Timestamp,Agreed,Gender,Age,Weight,Income,College fees,Scholarship,Loans,Course,CGPA,Backlog,Study Hours,Smartphone Usage,Laptop Usage,Sleep Hours,Medications,Financial Stress,Smoking Habit,Drinking Habit,Smartwatch,Smarthwatch Brand,Low BPM,Average BPM,High BPM,Steps walked 
2024/02/01 7:30:22 pm GMT+5:30,YES,Male,22,97,28000,125000,No,Yes,Msc,6.9,0,1,3,0,9.5,No,2,No,No,Yes,FireBolt,65,82,99,546210
2024/02/01 7:30:23 pm GMT+5:30,YES,Male,22,88,32000,125000,No,No,Msc,7,0,2,2,2,7.5,No,8,No,No,Yes,FireBolt,66,82,97,541203
2024/02/01 7:30:23 pm GMT+5:30,YES,Male,22,92,25000,105000,No,Yes,MCA,6.3,1,2,2,1,7,No,7,No,Yes,Yes,FireBolt,69,73,98,254613
2024/02/01 7:30:24 pm GMT+5:30,YES,Male,22,73,30000,105000,No,Yes,MCA,6.5,1,3,2,0,8,No,4,No,No,Yes,FireBolt,65,75,104,452135
2024/02/01 7:30:24 pm GMT+5:30,YES,Male,22,68,35000,105000,No,Yes,MCA,6.2,1,3,2,1,8,No,8,No,Yes,Yes,FireBolt,67,76,98,387452
2024/02/01 7:30:25 pm GMT+5:30,YES,Male,22,65,18500,105000,No,Yes,MCA,7.1,0,3,1,4,8,No,4,Yes,No,Yes,FireBolt,70,81,106,436521
2024/02/01 7:30:25 pm GMT+5:30,YES,Male,22,74,22000,105000,No,Yes,MCA,7.2,0,2,2,2,9,No,5,Yes,No,Yes,Noise,73,83,98,321456
2024/02/01 7:30:26 pm GMT+5:30,YES,Male,22,93,24500,105000,No,Yes,MCA,6.3,0,3,3,1,9,No,5,No,No,Yes,Noise,72,86,106,365412
2024/02/01 7:30:26 pm GMT+5:30,YES,Male,22,68,32000,105000,No,Yes,MCA,8.5,0,1,2,2,9,No,6,No,No,Yes,Noise,63,79,98,456123
2024/02/01 7:30:26 pm GMT+5:30,YES,Male,22,68,32000,105000,No,Yes,MCA,8.5,0,2,2,2,9,No,6,No,No,Yes,Noise,63,79,98,456123
2024/02/01 7:30:27 pm GMT+5:30,YES,Male,22,62,30000,105000,No,Yes,MCA,8.1,0,3,2,1,9,No,6,No,No,Yes,Noise,68,80,105,456324
2024/02/01 7:30:28 pm GMT+5:30,YES,Male,22,75,25000,105000,No,Yes,MCA,8.3,0,3,1,3,9,No,6,No,No,Yes,Noise,71,83,102,365419
2024/02/01 7:30:28 pm GMT+5:30,YES,Male,20,63,25000,95000,Yes,No,BCA,7.3,0,1,1,2,8,No,6,No,No,Yes,FireBolt,62,80,105,455000
2024/02/01 7:30:29 pm GMT+5:30,YES,Male,20,63,25000,95000,Yes,No,BCA,6.3,0,1,2,1,10,No,5,No,No,Yes,FireBolt,63,81,101,365412
2024/02/01 7:30:32 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:30:36 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:30:53 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:30:57 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:12 pm GMT+5:30,YES,Female,22,69,15000,108000,No,No,MCA,7.9,0,3,5,0,7,No,6,No,No,Yes,Firebolt,72,84,96,398235
2024/02/01 7:34:13 pm GMT+5:30,YES,Male,21,57,40000,90000,No,No,BTech,7,1,3,3,1,7,No,5,Yes,Yes,Yes,Boat,60,78,106,743525
2024/02/01 7:34:13 pm GMT+5:30,YES,Male,23,47,30000,40000,No,No,MCA,6.8,0,3,6,1,7,No,8,No,Yes,Yes,Apple,61,96,119,278496
2024/02/01 7:34:14 pm GMT+5:30,YES,Female,20,45,20000,105000,Yes,Yes,Mcom,7,0,1,3,2,8,No,8,No,No,Yes,Noise,67,82,111,495645
2024/02/01 7:34:14 pm GMT+5:30,YES,Female,23,40,55000,90000,No,No,MCA,8.2,0,2,4,1,7,No,7,No,No,Yes,Boat,65,72,100,300224
2024/02/01 7:34:15 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:15 pm GMT+5:30,YES,Male,22,65,25000,105000,No,Yes,MCA,7.2,0,3,3,1,9,No,5,Yes,No,Yes,FireBolt,62,75,92,287460
2024/02/01 7:34:15 pm GMT+5:30,YES,Male,22,76,65000,105000,No,Yes,MCA,6.1,2,2,2,4,10,No,7,Yes,No,Yes,Noise,63,87,101,598745
2024/02/01 7:34:16 pm GMT+5:30,YES,Male,22,66,45000,105000,No,No,MCA,8.2,0,3,5,1,8,No,7,No,No,Yes,Noise,62,85,102,451023
2024/02/01 7:34:16 pm GMT+5:30,YES,Male,22,53,65000,105000,No,No,MCA,7.6,0,3,5,1,9,No,8,Yes,Yes,Yes,FireBolt,64,84,104,451203
2024/02/01 7:34:16 pm GMT+5:30,YES,Male,22,53,55000,105000,No,No,MCA,7.1,0,2,6,0,9,No,8,No,No,Yes,Samsung,65,89,106,541201
2024/02/01 7:34:17 pm GMT+5:30,YES,Male,22,64,64500,105000,No,No,MCA,7.6,0,2,4,1,7,No,4,No,No,Yes,Fossil Gen,64,82,98,493672
2024/02/01 7:34:17 pm GMT+5:30,YES,Male,18,67,60000,90000,No,No,BSc,6.4,3,3,5,2,7,No,6,Yes,No,Yes,Noise,70,84,105,380886
2024/02/01 7:34:18 pm GMT+5:30,YES,Female,24,70,50000,65000,No,No,BSc,6.2,2,2,3,2,9,Yes,5,No,No,Yes,FitBit,71,90,95,215818
2024/02/01 7:34:18 pm GMT+5:30,YES,Male,19,55,40000,115000,Yes,Yes,BTech,6.9,2,1,5,2,7,No,5,No,No,Yes,Noise,66,96,95,376070
2024/02/01 7:34:18 pm GMT+5:30,YES,Male,19,55,40000,45000,Yes,Yes,BSc,8.1,3,1,5,1,7,No,4,No,No,Yes,Mi,80,97,98,489516
2024/02/01 7:34:19 pm GMT+5:30,YES,Male,18,53,80000,45000,No,Yes,MCA,6.7,3,1,4,2,7,Yes,5,No,No,Yes,Boat,70,82,102,307882
2024/02/01 7:34:19 pm GMT+5:30,YES,Female,21,65,30000,108000,Yes,No,MCom,9.4,1,1,6,2,7,No,5,No,No,Yes,Fossil Gen,60,92,100,395278
2024/02/01 7:34:20 pm GMT+5:30,YES,Female,17,61,40000,65000,Yes,No,BSc,9.8,1,3,3,2,8,No,6,No,No,Yes,Fossil,76,86,101,425615
2024/02/01 7:34:20 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:20 pm GMT+5:30,YES,Female,20,64,80000,62000,Yes,Yes,BTech,7.2,0,3,6,0,9,No,4,No,No,Yes,Apple,68,99,116,284430
2024/02/01 7:34:20 pm GMT+5:30,YES,Male,17,61,80000,90000,Yes,Yes,BTech,8.9,2,1,6,1,8,No,4,No,No,Yes,Samsung,67,84,98,467891
2024/02/01 7:34:21 pm GMT+5:30,YES,Female,23,48,100000,105000,No,No,BTech,6.6,2,3,4,2,9,Yes,5,Yes,Yes,Yes,Fossil Gen,78,97,95,446597
2024/02/01 7:34:21 pm GMT+5:30,YES,Male,23,63,40000,108000,No,Yes,MCA,8.8,0,3,3,1,8,No,6,Yes,Yes,Yes,AmazFit,79,81,100,461550
2024/02/01 7:34:22 pm GMT+5:30,YES,Male,23,70,80000,108000,No,Yes,BSc,7.4,2,2,5,1,9,Yes,4,No,No,Yes,Fossil Gen,66,98,96,211047
2024/02/01 7:34:22 pm GMT+5:30,YES,Female,24,66,200000,87000,Yes,No,MCA,9.9,3,2,3,2,7,No,6,Yes,No,Yes,Fastrack,66,96,100,410879
2024/02/01 7:34:23 pm GMT+5:30,YES,Female,19,70,50000,65000,No,No,Bsc,8,0,1,5,1,8,Yes,7,No,No,Yes,FireBolt,64,98,108,368684
2024/02/01 7:34:23 pm GMT+5:30,YES,Male,19,54,40000,65000,No,Yes,BTech,6.7,1,1,5,0,9,No,6,No,No,Yes,Fitbit,72,88,98,211962
2024/02/01 7:34:23 pm GMT+5:30,YES,Male,23,61,65000,105000,No,Yes,BTech,8.8,0,3,3,0,9,Yes,4,No,No,Yes,FireBolt,74,98,97,406915
2024/02/01 7:34:24 pm GMT+5:30,YES,Female,20,50,60000,65000,Yes,Yes,MTech,8.3,3,3,5,2,7,Yes,6,No,No,Yes,Firebolt,60,95,115,339546
2024/02/01 7:34:24 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:24 pm GMT+5:30,YES,Male,20,50,200000,65000,No,Yes,MCA,6.5,1,3,5,1,7,No,5,No,No,Yes,Mi,69,99,107,267678
2024/02/01 7:34:25 pm GMT+5:30,YES,Female,19,63,200000,65000,Yes,Yes,Bcom,9,1,3,3,0,7,No,4,Yes,No,Yes,AmazFit,72,97,100,470606
2024/02/01 7:34:25 pm GMT+5:30,YES,Female,22,69,100000,87000,No,Yes,BE,8.7,0,3,4,1,9,No,6,No,No,Yes,AmazFit,64,85,114,271511
2024/02/01 7:34:26 pm GMT+5:30,YES,Male,19,45,15000,87000,Yes,Yes,MTech,7.1,3,3,6,2,7,No,5,Yes,No,Yes,Fitbit,69,98,98,496683
2024/02/01 7:34:26 pm GMT+5:30,YES,Male,18,48,100000,63000,No,No,MTech,6.6,2,2,3,0,8,No,6,No,No,Yes,Apple,67,97,104,391861
2024/02/01 7:34:27 pm GMT+5:30,YES,Female,24,45,65000,65000,No,No,MTech,9,1,1,6,1,9,No,6,No,No,Yes,Boat,79,81,116,401759
2024/02/01 7:34:27 pm GMT+5:30,YES,Male,22,69,30000,63000,Yes,Yes,MCA,9,1,3,6,2,8,No,6,Yes,Yes,Yes,Fastrack,78,92,112,444413
2024/02/01 7:34:27 pm GMT+5:30,YES,Male,21,63,200000,62000,Yes,No,Bsc,7.8,2,1,3,2,8,No,7,Yes,Yes,Yes,Fitbit,80,97,110,482712
2024/02/01 7:34:28 pm GMT+5:30,YES,Male,24,69,80000,65000,No,No,MCA,9.1,2,1,4,2,8,No,6,No,No,Yes,FitBit,71,95,101,217293
2024/02/01 7:34:28 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:28 pm GMT+5:30,YES,Male,18,58,30000,87000,Yes,Yes,MTech,6.9,0,1,6,0,9,No,7,No,No,Yes,Fitbit,67,82,95,352832
2024/02/01 7:34:29 pm GMT+5:30,YES,Female,18,68,15000,62000,Yes,No,BCA,8.5,3,1,5,1,8,No,8,No,No,Yes,Fossil,65,83,100,336814
2024/02/01 7:34:29 pm GMT+5:30,YES,Female,18,49,80000,108000,No,Yes,BCA,7,3,3,4,2,9,No,8,No,No,Yes,Fitbit,62,82,96,306179
2024/02/01 7:34:29 pm GMT+5:30,YES,Female,21,66,65000,108000,Yes,Yes,MTech,7,1,3,4,1,8,No,7,No,No,Yes,Noise,75,99,105,328234
2024/02/01 7:34:30 pm GMT+5:30,YES,Female,20,54,65000,63000,No,No,BE,9.8,1,2,4,2,8,No,8,No,No,Yes,FitBit,71,87,110,441103
2024/02/01 7:34:31 pm GMT+5:30,YES,Female,20,61,15000,63000,Yes,Yes,Mcom,6.8,2,2,6,1,7,No,6,Yes,Yes,Yes,Mi,67,87,110,215815
2024/02/01 7:34:31 pm GMT+5:30,YES,Female,23,61,200000,62000,Yes,No,BE,6.7,3,3,4,1,8,No,7,Yes,Yes,Yes,Fastrack,73,87,96,227652
2024/02/01 7:34:32 pm GMT+5:30,YES,Male,17,69,40000,45000,Yes,Yes,MTech,8,1,2,3,1,8,No,8,Yes,Yes,Yes,FitBit,80,97,101,246422
2024/02/01 7:34:32 pm GMT+5:30,YES,Male,21,70,65000,63000,No,No,Bsc,7.4,3,1,5,2,8,No,8,No,No,Yes,Boat,72,98,96,487118
2024/02/01 7:34:32 pm GMT+5:30,YES,Female,17,68,80000,65000,No,No,Bcom,6.4,0,2,4,0,9,No,6,No,No,Yes,Firebolt,70,83,105,236984
2024/02/01 7:34:33 pm GMT+5:30,YES,Female,17,55,80000,65000,No,Yes,MCA,8.8,2,2,6,1,7,No,9,No,No,Yes,FitBit,70,83,98,387098
2024/02/01 7:34:33 pm GMT+5:30,YES,Male,24,70,200000,63000,No,No,Mcom,7.1,0,1,6,2,7,No,7,No,No,Yes,AmazFit,70,90,101,320274
2024/02/01 7:34:33 pm GMT+5:30,YES,Male,19,56,30000,115000,No,Yes,Bcom,6.2,3,3,5,1,8,No,9,No,No,Yes,Mi,76,88,99,395299
2024/02/01 7:34:34 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:34 pm GMT+5:30,YES,Male,23,69,50000,105000,Yes,Yes,Mcom,6.1,1,3,3,1,9,No,6,No,No,Yes,Mi,65,98,104,313477
2024/02/01 7:34:34 pm GMT+5:30,YES,Female,18,47,20000,90000,Yes,Yes,MCA,7.4,0,3,4,2,8,No,7,No,No,Yes,Boat,76,99,107,306260
2024/02/01 7:34:35 pm GMT+5:30,YES,Female,18,57,15000,62000,No,Yes,BTech,7.8,2,1,3,1,7,No,9,Yes,Yes,Yes,Samsung,69,87,112,488823
2024/02/01 7:34:35 pm GMT+5:30,YES,Male,19,58,30000,65000,No,Yes,MCA,9.8,1,3,4,2,9,No,7,Yes,Yes,Yes,Fossil Gen,78,92,114,332243
2024/02/01 7:34:36 pm GMT+5:30,YES,Male,23,67,20000,108000,Yes,No,Bcom,6,2,2,6,1,7,No,8,Yes,No,Yes,Noise,69,90,114,499811
2024/02/01 7:34:36 pm GMT+5:30,YES,Female,17,64,20000,87000,No,No,MCA,8.8,2,1,3,2,8,No,6,No,No,Yes,Apple,73,83,95,430898
2024/02/01 7:34:36 pm GMT+5:30,YES,Female,18,60,40000,65000,No,No,Msc,6.6,1,2,6,0,7,No,8,Yes,No,Yes,Fossil,65,87,109,485924
2024/02/01 7:34:37 pm GMT+5:30,YES,Female,21,49,20000,108000,No,Yes,BE,6.9,1,2,6,2,7,No,8,No,No,Yes,Fossil,64,89,97,424933
2024/02/01 7:34:37 pm GMT+5:30,YES,Female,21,61,60000,105000,No,No,BE,6.5,2,1,5,0,9,No,8,No,No,Yes,FireBolt,63,94,103,254991
2024/02/01 7:34:38 pm GMT+5:30,YES,Female,19,66,60000,115000,Yes,No,BE,8.8,1,1,6,1,8,No,7,Yes,Yes,Yes,AmazFit,66,81,110,322973
2024/02/01 7:34:38 pm GMT+5:30,YES,Female,17,53,40000,87000,Yes,Yes,Bcom,9.3,0,1,4,1,7,No,7,No,No,Yes,Fitbit,62,96,95,447820
2024/02/01 7:34:38 pm GMT+5:30,YES,Female,23,45,20000,65000,Yes,No,Bcom,7,0,3,6,1,8,No,7,No,No,Yes,Fossil Gen,72,82,100,494753
2024/02/01 7:34:39 pm GMT+5:30,YES,Male,24,50,95000,63000,Yes,Yes,Msc,7.8,3,2,4,1,9,No,7,No,No,Yes,Firebolt,65,99,116,433152
2024/02/01 7:34:39 pm GMT+5:30,YES,Female,17,58,15000,65000,Yes,No,Bcom,8.1,0,2,4,2,9,No,6,No,No,Yes,Noise,73,95,110,329954
2024/02/01 7:34:40 pm GMT+5:30,YES,Male,17,50,95000,115000,Yes,No,Bsc,9.4,0,3,3,1,7,No,6,No,No,Yes,Boat,64,89,108,431569
2024/02/01 7:34:40 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:40 pm GMT+5:30,YES,Male,19,50,65000,115000,Yes,Yes,BCA,6.3,1,3,4,2,9,No,9,No,No,Yes,Samsung,73,84,106,358732
2024/02/01 7:34:40 pm GMT+5:30,YES,Male,20,55,40000,62000,No,Yes,Msc,7.6,2,1,4,1,8,No,7,No,No,Yes,AmazFit,63,91,114,430314
2024/02/01 7:34:41 pm GMT+5:30,YES,Female,18,61,15000,87000,No,No,BCA,8.3,1,1,3,1,9,No,6,Yes,No,Yes,Fitbit,75,81,101,247360
2024/02/01 7:34:41 pm GMT+5:30,YES,Female,23,70,20000,45000,Yes,Yes,MCA,7.5,2,1,6,0,9,No,7,Yes,Yes,Yes,Apple,61,97,106,243176
2024/02/01 7:34:42 pm GMT+5:30,YES,Female,18,62,80000,65000,No,No,MTech,8.5,2,1,4,1,8,No,8,Yes,Yes,Yes,Fossil,66,82,112,466838
2024/02/01 7:34:42 pm GMT+5:30,YES,Female,19,64,70000,87000,Yes,No,Bsc,6.8,3,1,3,0,9,No,6,Yes,Yes,Yes,Noise,65,89,100,493029
2024/02/01 7:34:42 pm GMT+5:30,YES,Male,17,64,200000,63000,Yes,Yes,BTech,7.5,3,1,3,1,9,No,9,No,No,Yes,Fastrack,73,97,113,351543
2024/02/01 7:34:43 pm GMT+5:30,YES,Male,22,49,40000,108000,Yes,No,Msc,6.6,2,1,6,1,7,No,8,No,No,Yes,FitBit,65,98,108,312417
2024/02/01 7:34:43 pm GMT+5:30,YES,Male,22,55,30000,115000,No,Yes,BTech,8.9,3,1,5,2,9,No,8,No,No,Yes,Mi,74,91,106,203410
2024/02/01 7:34:44 pm GMT+5:30,YES,Female,18,55,80000,63000,No,Yes,Bcom,8.9,2,3,6,2,7,No,8,No,No,Yes,Fitbit,76,89,100,368860
2024/02/01 7:34:44 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:44 pm GMT+5:30,YES,Male,18,65,65000,115000,Yes,Yes,Mcom,9,2,2,3,0,7,No,8,No,No,Yes,Apple,61,97,100,412368
2024/02/01 7:34:45 pm GMT+5:30,YES,Male,24,66,200000,62000,No,No,BE,9.8,1,1,4,1,7,No,6,No,No,Yes,Noise,74,84,109,436441
2024/02/01 7:34:45 pm GMT+5:30,YES,Female,22,67,40000,63000,No,Yes,BE,6.1,1,2,5,0,8,No,7,No,No,Yes,Samsung,61,87,108,261979
2024/02/01 7:34:46 pm GMT+5:30,YES,Male,24,68,60000,115000,No,Yes,BE,7.3,1,1,4,2,7,No,7,No,No,Yes,Fossil Gen,78,92,109,449620
2024/02/01 7:34:46 pm GMT+5:30,YES,Female,23,50,100000,62000,No,No,MTech,6.2,3,1,3,1,9,No,9,No,No,Yes,Fossil Gen,75,88,106,200097
2024/02/01 7:34:47 pm GMT+5:30,YES,Male,17,66,95000,90000,Yes,Yes,BE,6.9,2,2,5,1,8,No,9,Yes,No,Yes,Firebolt,67,87,115,446142
2024/02/01 7:34:47 pm GMT+5:30,YES,Female,18,65,95000,62000,Yes,Yes,BTech,7.9,3,3,4,0,8,No,6,Yes,No,Yes,Fossil Gen,73,84,97,405772
2024/02/01 7:34:48 pm GMT+5:30,YES,Female,21,69,50000,115000,No,No,MCA,7.2,2,2,6,1,7,No,8,Yes,No,Yes,FitBit,77,99,106,326159
2024/02/01 7:34:48 pm GMT+5:30,YES,Female,20,58,40000,90000,Yes,Yes,BCA,8.9,0,3,6,2,9,No,6,Yes,No,Yes,Fossil Gen,61,87,116,277207
2024/02/01 7:34:49 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:49 pm GMT+5:30,YES,Female,20,59,60000,62000,Yes,Yes,BTech,9,2,3,3,2,7,No,7,No,No,Yes,Apple,64,96,107,328110
2024/02/01 7:34:49 pm GMT+5:30,YES,Female,24,63,15000,105000,No,Yes,Bcom,7.8,0,3,4,2,8,No,6,Yes,Yes,Yes,Samsung,71,89,99,451054
2024/02/01 7:34:50 pm GMT+5:30,YES,Female,22,56,65000,45000,No,Yes,Msc,9,3,3,4,1,7,No,7,No,No,Yes,AmazFit,74,86,109,238248
2024/02/01 7:34:50 pm GMT+5:30,YES,Female,21,62,60000,108000,Yes,Yes,Bcom,6.2,1,3,3,0,9,No,7,No,No,Yes,Firebolt,72,95,97,414222
2024/02/01 7:34:51 pm GMT+5:30,YES,Male,17,45,95000,90000,No,No,BCA,6.3,3,1,5,1,8,No,9,No,No,Yes,FireBolt,69,95,105,460656
2024/02/01 7:34:51 pm GMT+5:30,YES,Female,22,47,20000,87000,No,Yes,Mcom,7.6,0,2,5,0,9,No,7,Yes,Yes,Yes,Fossil Gen,70,92,110,457283
2024/02/01 7:34:52 pm GMT+5:30,YES,Male,22,56,30000,45000,No,No,BE,9.4,2,3,3,1,9,No,6,No,No,Yes,Fossil Gen,68,97,105,364714
2024/02/01 7:34:52 pm GMT+5:30,YES,Male,21,55,65000,63000,Yes,Yes,Mcom,7.9,1,1,5,1,7,No,8,No,No,Yes,FitBit,62,93,95,488872
2024/02/01 7:34:52 pm GMT+5:30,YES,Male,19,47,65000,45000,No,Yes,Bsc,6.1,3,3,5,0,8,No,8,No,No,Yes,Samsung,60,94,106,394966
2024/02/01 7:34:53 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:34:53 pm GMT+5:30,YES,Female,23,52,40000,45000,No,No,Mcom,6.5,2,1,3,0,9,No,6,No,No,Yes,Apple,77,81,104,276678
2024/02/01 7:34:53 pm GMT+5:30,YES,Female,17,56,95000,105000,Yes,No,MCA,8,2,3,6,0,7,No,7,No,No,Yes,Noise,71,95,108,257494
2024/02/01 7:34:54 pm GMT+5:30,YES,Male,21,48,200000,63000,Yes,Yes,MTech,6,2,1,6,2,8,No,9,No,No,Yes,Firebolt,64,94,106,319954
2024/02/01 7:34:54 pm GMT+5:30,YES,Male,23,55,50000,115000,No,No,BTech,6.1,0,1,6,0,9,No,7,No,No,Yes,Noise,73,86,103,231859
2024/02/01 7:34:54 pm GMT+5:30,YES,Male,17,60,30000,45000,No,Yes,Msc,9.9,1,1,4,2,8,No,8,No,No,Yes,Mi,68,88,98,206343
2024/02/01 7:34:55 pm GMT+5:30,YES,Male,20,68,50000,108000,No,Yes,MCA,6.5,3,1,3,1,9,No,7,Yes,Yes,Yes,Boat,72,98,100,478635
2024/02/01 7:34:55 pm GMT+5:30,YES,Male,19,47,30000,87000,Yes,Yes,BE,8,0,2,6,2,9,No,8,No,No,Yes,Firebolt,66,90,111,251261
2024/02/01 7:34:57 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:35:02 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:35:07 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:35:11 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:35:16 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:37:10 pm GMT+5:30,YES,Male,18,55,30000,115000,Yes,Yes,Bcom,8.7,3,2,5,0,9,No,6,No,No,Yes,Fastrack,64,84,110,242547
2024/02/01 7:37:11 pm GMT+5:30,YES,Male,18,58,20000,65000,No,Yes,Bcom,8.9,1,1,3,2,8,No,9,No,No,Yes,AmazFit,79,94,96,258532
2024/02/01 7:37:11 pm GMT+5:30,YES,Male,18,70,40000,63000,Yes,Yes,MTech,6.4,0,2,4,1,9,No,9,Yes,Yes,Yes,Noise,71,83,103,250905
2024/02/01 7:37:12 pm GMT+5:30,YES,Male,24,58,70000,63000,Yes,No,Bcom,9.8,2,2,4,1,9,No,9,No,No,Yes,Boat,63,91,102,482109
2024/02/01 7:37:12 pm GMT+5:30,YES,Female,18,68,30000,63000,No,No,MCA,6.8,1,2,4,0,9,No,7,No,No,Yes,Noise,75,90,103,466680
2024/02/01 7:37:13 pm GMT+5:30,YES,Female,19,52,70000,65000,No,Yes,BE,6.1,0,2,5,1,9,No,5,No,No,Yes,Fastrack,64,81,96,286165
2024/02/01 7:37:13 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:37:14 pm GMT+5:30,YES,Female,19,55,65000,87000,Yes,Yes,Bcom,7.2,0,1,6,1,8,No,6,No,No,Yes,AmazFit,75,91,111,310854
2024/02/01 7:37:14 pm GMT+5:30,YES,Male,17,56,200000,105000,Yes,No,BCA,7.8,3,2,4,1,8,No,6,Yes,Yes,Yes,Mi,80,93,112,458516
2024/02/01 7:37:15 pm GMT+5:30,YES,Male,24,51,80000,65000,Yes,No,Bsc,9.8,1,3,4,2,7,No,5,No,No,Yes,AmazFit,66,82,108,450504
2024/02/01 7:37:15 pm GMT+5:30,YES,Male,18,70,40000,65000,No,Yes,BTech,7.9,1,2,4,0,8,No,6,No,No,Yes,Firebolt,79,98,99,438401
2024/02/01 7:37:16 pm GMT+5:30,YES,Male,21,45,100000,90000,Yes,No,Msc,8.1,2,2,3,1,7,No,6,No,No,Yes,Mi,66,88,107,241707
2024/02/01 7:37:16 pm GMT+5:30,YES,Male,20,66,80000,90000,No,No,MCA,9.9,1,2,4,0,8,No,6,No,No,Yes,Apple,69,96,103,399721
2024/02/01 7:37:17 pm GMT+5:30,YES,Male,22,50,50000,115000,No,No,Mcom,8.2,0,2,6,0,9,No,5,No,No,Yes,FitBit,60,81,106,439275
2024/02/01 7:37:18 pm GMT+5:30,YES,Male,24,64,70000,108000,Yes,No,BE,8.8,3,1,3,2,7,No,6,Yes,No,Yes,FitBit,72,99,113,410593
2024/02/01 7:37:18 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:37:18 pm GMT+5:30,YES,Male,22,46,60000,63000,Yes,No,MCA,9.7,3,1,3,1,8,No,4,Yes,No,Yes,Fastrack,71,86,114,207793
2024/02/01 7:37:19 pm GMT+5:30,YES,Female,22,60,20000,62000,No,No,BTech,6.9,1,1,4,0,9,No,5,Yes,Yes,Yes,Samsung,61,81,111,351555
2024/02/01 7:37:19 pm GMT+5:30,YES,Male,17,64,50000,105000,No,No,Msc,9.2,0,3,5,0,7,No,6,No,no,Yes,Boat,61,83,95,423966
2024/02/01 7:37:20 pm GMT+5:30,YES,Male,24,60,60000,62000,No,Yes,MTech,7.4,2,3,6,1,8,No,5,Yes,Yes,Yes,Firebolt,63,81,109,442705
2024/02/01 7:37:20 pm GMT+5:30,YES,Female,20,60,20000,63000,Yes,Yes,MTech,7.5,1,1,4,0,7,No,6,Yes,Yes,Yes,Samsung,70,98,113,202407
2024/02/01 7:37:21 pm GMT+5:30,YES,Female,23,51,70000,45000,Yes,Yes,Mcom,7.9,1,1,5,1,7,No,6,Yes,No,Yes,FitBit,63,91,112,422113
2024/02/01 7:37:22 pm GMT+5:30,YES,Female,19,55,15000,62000,Yes,Yes,Bcom,7.6,3,2,4,0,9,No,5,No,No,Yes,Samsung,78,98,113,450726
2024/02/01 7:37:22 pm GMT+5:30,YES,Female,17,68,50000,105000,Yes,Yes,Mcom,9.7,2,3,4,2,8,No,6,Yes,No,Yes,FitBit,75,86,99,490611
2024/02/01 7:37:22 pm GMT+5:30,NO,,,,,,,,,,,,,,,,,,,,,,,,
2024/02/01 7:37:23 pm GMT+5:30,YES,Female,18,68,100000,108000,Yes,Yes,Bcom,7.1,2,1,4,0,9,No,4,No,No,Yes,FitBit,67,96,116,351954
2024/02/01 7:37:24 pm GMT+5:30,YES,Male,22,62,70000,90000,Yes,Yes,BE,9,0,1,3,1,8,No,4,Yes,No,Yes,Noise,71,89,99,477733
2024/02/01 7:37:24 pm GMT+5:30,YES,Female,17,56,70000,108000,Yes,No,MCA,6.9,1,2,6,0,7,No,6,Yes,Yes,Yes,Fastrack,70,95,106,287297
2024/02/01 7:37:25 pm GMT+5:30,YES,Male,22,56,200000,108000,No,Yes,BTech,6.3,1,3,6,1,8,No,5,No,No,Yes,Fitbit,72,86,95,481074
2024/02/01 7:37:25 pm GMT+5:30,YES,Male,24,45,95000,87000,Yes,No,Msc,7.6,1,2,5,0,9,No,6,Yes,Yes,Yes,Apple,61,82,99,246248
